
----- TOKENS Y -----
Línea 51  Columna 5   | ID                   | Persona
Línea 51  Columna 13  | ID                   | resultado
Línea 51  Columna 22  | NL                   | 
    
Línea 52  Columna 5   | ID                   | resultado
Línea 52  Columna 14  | PUNTO                | .
Línea 52  Columna 15  | ID                   | nombre
Línea 52  Columna 22  | ASIG                 | =
Línea 52  Columna 24  | STRING               | "Alien"
Línea 52  Columna 31  | NL                   | 
    
Línea 53  Columna 5   | ID                   | resultado
Línea 53  Columna 14  | PUNTO                | .
Línea 53  Columna 15  | ID                   | edad
Línea 53  Columna 20  | ASIG                 | =
Línea 53  Columna 22  | NUMERO_ENTERO        | 100
Línea 53  Columna 25  | NL                   | 
    
Línea 54  Columna 5   | RETORNAR             | retornar
Línea 54  Columna 14  | ID                   | resultado
Línea 55  Columna 1   | NL                   | 

Línea 55  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 56  Columna 1   | DEFINIR              | definir
Línea 56  Columna 9   | ID                   | combos
Línea 56  Columna 15  | PAREN_A              | (
Línea 56  Columna 16  | ENTERO               | entero
Línea 56  Columna 23  | ID                   | x
Línea 56  Columna 24  | COMA                 | ,
Línea 56  Columna 26  | CA                   | [
Línea 56  Columna 27  | CC                   | ]
Línea 56  Columna 29  | ENTERO               | entero
Línea 56  Columna 36  | ID                   | arreglo
Línea 56  Columna 43  | COMA                 | ,
Línea 56  Columna 45  | LLA                  | {
Línea 56  Columna 46  | LLC                  | }
Línea 56  Columna 48  | ID                   | Persona
Línea 56  Columna 56  | ID                   | p
Línea 56  Columna 57  | PAREN_C              | )
Línea 56  Columna 59  | MENOS                | -
Línea 56  Columna 60  | MAYOR_QUE            | >
Línea 56  Columna 62  | BOOL                 | bool
Línea 56  Columna 66  | DP                   | :
Línea 56  Columna 67  | NL                   | 
    
Línea 56  Columna 67  | INDENTACION          | <INDENTACION>
Línea 57  Columna 5   | RETORNAR             | retornar
Línea 57  Columna 14  | VERDADERO            | verdadero
Línea 58  Columna 1   | NL                   | 

Línea 58  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 59  Columna 1   | DEFINIR              | definir
Línea 59  Columna 9   | ID                   | demoTipos
Línea 59  Columna 18  | PAREN_A              | (
Línea 59  Columna 19  | PAREN_C              | )
Línea 59  Columna 20  | DP                   | :
Línea 59  Columna 21  | NL                   | 
    
Línea 59  Columna 21  | INDENTACION          | <INDENTACION>
Línea 60  Columna 5   | ENTERO               | entero
Línea 60  Columna 12  | ID                   | sinInicializacion
Línea 60  Columna 29  | NL                   | 
    
Línea 61  Columna 5   | ENTERO               | entero
Línea 61  Columna 12  | ID                   | edadUsuario
Línea 61  Columna 24  | ASIG                 | =
Línea 61  Columna 26  | NUMERO_ENTERO        | 25
Línea 61  Columna 28  | NL                   | 
    
Línea 62  Columna 5   | FLOTANTE             | flotante
Línea 62  Columna 14  | ID                   | temperatura
Línea 62  Columna 26  | ASIG                 | =
Línea 62  Columna 28  | DECIMAL              | 36.6
Línea 62  Columna 32  | NL                   | 
    
Línea 63  Columna 5   | CARACTER             | caracter
Línea 63  Columna 14  | ID                   | inicial
Línea 63  Columna 22  | ASIG                 | =
Línea 63  Columna 24  | CHAR                 | 'A'
Línea 63  Columna 27  | NL                   | 
    
Línea 64  Columna 5   | BOOL                 | bool
Línea 64  Columna 10  | ID                   | bandera
Línea 64  Columna 18  | ASIG                 | =
Línea 64  Columna 20  | VERDADERO            | verdadero
Línea 64  Columna 29  | NL                   | 
    
Línea 65  Columna 5   | BOOL                 | bool
Línea 65  Columna 10  | ID                   | bandera2
Línea 65  Columna 19  | ASIG                 | =
Línea 65  Columna 21  | FALSO                | falso
Línea 65  Columna 26  | NL                   | 
    
Línea 66  Columna 5   | CADENA               | cadena
Línea 66  Columna 12  | ID                   | saludos
Línea 66  Columna 20  | ASIG                 | =
Línea 66  Columna 22  | STRING               | "Saludos zetarianos"
Línea 66  Columna 42  | NL                   | 
    
Línea 67  Columna 5   | ENTERO               | entero
Línea 67  Columna 12  | ID                   | numeros
Línea 67  Columna 19  | CA                   | [
Línea 67  Columna 20  | NUMERO_ENTERO        | 5
Línea 67  Columna 21  | CC                   | ]
Línea 67  Columna 23  | ASIG                 | =
Línea 67  Columna 25  | LLA                  | {
Línea 67  Columna 26  | NUMERO_ENTERO        | 10
Línea 67  Columna 28  | COMA                 | ,
Línea 67  Columna 30  | NUMERO_ENTERO        | 20
Línea 67  Columna 32  | COMA                 | ,
Línea 67  Columna 34  | NUMERO_ENTERO        | 30
Línea 67  Columna 36  | COMA                 | ,
Línea 67  Columna 38  | NUMERO_ENTERO        | 40
Línea 67  Columna 40  | COMA                 | ,
Línea 67  Columna 42  | NUMERO_ENTERO        | 50
Línea 67  Columna 44  | LLC                  | }
Línea 67  Columna 45  | NL                   | 
    
Línea 68  Columna 5   | ENTERO               | entero
Línea 68  Columna 12  | ID                   | matriz
Línea 68  Columna 18  | CA                   | [
Línea 68  Columna 19  | NUMERO_ENTERO        | 2
Línea 68  Columna 20  | CC                   | ]
Línea 68  Columna 21  | CA                   | [
Línea 68  Columna 22  | NUMERO_ENTERO        | 2
Línea 68  Columna 23  | CC                   | ]
Línea 68  Columna 25  | ASIG                 | =
Línea 68  Columna 27  | LLA                  | {
Línea 68  Columna 28  | LLA                  | {
Línea 68  Columna 29  | NUMERO_ENTERO        | 1
Línea 68  Columna 30  | COMA                 | ,
Línea 68  Columna 32  | NUMERO_ENTERO        | 2
Línea 68  Columna 33  | LLC                  | }
Línea 68  Columna 34  | COMA                 | ,
Línea 68  Columna 36  | LLA                  | {
Línea 68  Columna 37  | NUMERO_ENTERO        | 3
Línea 68  Columna 38  | COMA                 | ,
Línea 68  Columna 40  | NUMERO_ENTERO        | 4
Línea 68  Columna 41  | LLC                  | }
Línea 68  Columna 42  | LLC                  | }
Línea 68  Columna 43  | NL                   | 
    
Línea 69  Columna 5   | ID                   | Persona
Línea 69  Columna 13  | ID                   | alumno1
Línea 69  Columna 20  | NL                   | 
    
Línea 70  Columna 5   | ID                   | alumno1
Línea 70  Columna 12  | PUNTO                | .
Línea 70  Columna 13  | ID                   | nombre
Línea 70  Columna 20  | ASIG                 | =
Línea 70  Columna 22  | STRING               | "Yennifer"
Línea 70  Columna 32  | NL                   | 
    
Línea 71  Columna 5   | ID                   | alumno1
Línea 71  Columna 12  | PUNTO                | .
Línea 71  Columna 13  | ID                   | calificaciones
Línea 71  Columna 27  | CA                   | [
Línea 71  Columna 28  | NUMERO_ENTERO        | 0
Línea 71  Columna 29  | CC                   | ]
Línea 71  Columna 31  | ASIG                 | =
Línea 71  Columna 33  | NUMERO_ENTERO        | 100
Línea 72  Columna 1   | NL                   | 

Línea 72  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 73  Columna 1   | DEFINIR              | definir
Línea 73  Columna 9   | ID                   | demoCondicionales
Línea 73  Columna 26  | PAREN_A              | (
Línea 73  Columna 27  | ENTERO               | entero
Línea 73  Columna 34  | ID                   | x
Línea 73  Columna 35  | COMA                 | ,
Línea 73  Columna 37  | ENTERO               | entero
Línea 73  Columna 44  | ID                   | y
Línea 73  Columna 45  | PAREN_C              | )
Línea 73  Columna 46  | DP                   | :
Línea 73  Columna 47  | NL                   | 
    
Línea 73  Columna 47  | INDENTACION          | <INDENTACION>
Línea 74  Columna 5   | BOOL                 | bool
Línea 74  Columna 10  | ID                   | resultado
Línea 74  Columna 19  | NL                   | 
    
Línea 75  Columna 5   | SI                   | si
Línea 75  Columna 8   | PAREN_A              | (
Línea 75  Columna 9   | ID                   | x
Línea 75  Columna 11  | MAYOR_QUE            | >
Línea 75  Columna 13  | NUMERO_ENTERO        | 0
Línea 75  Columna 15  | AND                  | &&
Línea 75  Columna 18  | ID                   | y
Línea 75  Columna 20  | MAYOR_QUE            | >
Línea 75  Columna 22  | NUMERO_ENTERO        | 0
Línea 75  Columna 23  | PAREN_C              | )
Línea 75  Columna 25  | ENTONCES             | entonces
Línea 75  Columna 33  | NL                   | 
        
Línea 75  Columna 33  | INDENTACION          | <INDENTACION>
Línea 76  Columna 9   | ID                   | resultado
Línea 76  Columna 19  | ASIG                 | =
Línea 76  Columna 21  | VERDADERO            | verdadero
Línea 76  Columna 30  | NL                   | 
    
Línea 76  Columna 30  | DESINDENTACION       | <DESINDENTACION>
Línea 77  Columna 5   | SINO                 | sino
Línea 77  Columna 10  | PAREN_A              | (
Línea 77  Columna 11  | ID                   | x
Línea 77  Columna 13  | IGUAL                | ==
Línea 77  Columna 16  | NUMERO_ENTERO        | 0
Línea 77  Columna 18  | OR                   | ||
Línea 77  Columna 21  | ID                   | y
Línea 77  Columna 23  | IGUAL                | ==
Línea 77  Columna 26  | NUMERO_ENTERO        | 0
Línea 77  Columna 27  | PAREN_C              | )
Línea 77  Columna 29  | ENTONCES             | entonces
Línea 77  Columna 37  | NL                   | 
        
Línea 77  Columna 37  | INDENTACION          | <INDENTACION>
Línea 78  Columna 9   | ID                   | resultado
Línea 78  Columna 19  | ASIG                 | =
Línea 78  Columna 21  | FALSO                | falso
Línea 78  Columna 26  | NL                   | 
    
Línea 78  Columna 26  | DESINDENTACION       | <DESINDENTACION>
Línea 79  Columna 5   | CONTRARIO            | contrario
Línea 79  Columna 14  | NL                   | 
        
Línea 79  Columna 14  | INDENTACION          | <INDENTACION>
Línea 80  Columna 9   | ID                   | resultado
Línea 80  Columna 19  | ASIG                 | =
Línea 80  Columna 21  | NEGACION             | !
Línea 80  Columna 22  | PAREN_A              | (
Línea 80  Columna 23  | ID                   | x
Línea 80  Columna 25  | MENOR_QUE            | <
Línea 80  Columna 27  | ID                   | y
Línea 80  Columna 28  | PAREN_C              | )
Línea 80  Columna 29  | NL                   | 
    
Línea 80  Columna 29  | DESINDENTACION       | <DESINDENTACION>
Línea 81  Columna 5   | SI                   | si
Línea 81  Columna 8   | PAREN_A              | (
Línea 81  Columna 9   | ID                   | x
Línea 81  Columna 11  | DIFERENTE            | !=
Línea 81  Columna 14  | ID                   | y
Línea 81  Columna 15  | PAREN_C              | )
Línea 81  Columna 17  | ENTONCES             | entonces
Línea 81  Columna 25  | NL                   | 
        
Línea 81  Columna 25  | INDENTACION          | <INDENTACION>
Línea 82  Columna 9   | IMPRIMIR             | imprimir
Línea 82  Columna 17  | PAREN_A              | (
Línea 82  Columna 18  | STRING               | "Son diferentes"
Línea 82  Columna 34  | PAREN_C              | )
Línea 83  Columna 1   | NL                   | 

Línea 83  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 83  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 84  Columna 1   | DEFINIR              | definir
Línea 84  Columna 9   | ID                   | demoSwitch
Línea 84  Columna 19  | PAREN_A              | (
Línea 84  Columna 20  | ENTERO               | entero
Línea 84  Columna 27  | ID                   | opcion
Línea 84  Columna 33  | PAREN_C              | )
Línea 84  Columna 35  | MENOS                | -
Línea 84  Columna 36  | MAYOR_QUE            | >
Línea 84  Columna 38  | ENTERO               | entero
Línea 84  Columna 44  | DP                   | :
Línea 84  Columna 45  | NL                   | 
    
Línea 84  Columna 45  | INDENTACION          | <INDENTACION>
Línea 85  Columna 5   | ENTERO               | entero
Línea 85  Columna 12  | ID                   | x
Línea 85  Columna 13  | NL                   | 
    
Línea 86  Columna 5   | ELEGIR               | elegir
Línea 86  Columna 11  | PAREN_A              | (
Línea 86  Columna 12  | ID                   | opcion
Línea 86  Columna 18  | PAREN_C              | )
Línea 86  Columna 19  | DP                   | :
Línea 86  Columna 20  | NL                   | 
        
Línea 86  Columna 20  | INDENTACION          | <INDENTACION>
Línea 87  Columna 9   | CASO                 | caso
Línea 87  Columna 14  | NUMERO_ENTERO        | 1
Línea 87  Columna 15  | DP                   | :
Línea 87  Columna 16  | NL                   | 
            
Línea 87  Columna 16  | INDENTACION          | <INDENTACION>
Línea 88  Columna 13  | ID                   | x
Línea 88  Columna 15  | ASIG                 | =
Línea 88  Columna 17  | NUMERO_ENTERO        | 10
Línea 88  Columna 19  | NL                   | 
            
Línea 89  Columna 13  | ROMPER               | romper
Línea 89  Columna 19  | NL                   | 
        
Línea 89  Columna 19  | DESINDENTACION       | <DESINDENTACION>
Línea 90  Columna 9   | CASO                 | caso
Línea 90  Columna 14  | NUMERO_ENTERO        | 2
Línea 90  Columna 15  | DP                   | :
Línea 90  Columna 16  | NL                   | 
            
Línea 90  Columna 16  | INDENTACION          | <INDENTACION>
Línea 91  Columna 13  | ID                   | x
Línea 91  Columna 15  | ASIG                 | =
Línea 91  Columna 17  | NUMERO_ENTERO        | 20
Línea 91  Columna 19  | NL                   | 
            
Línea 92  Columna 13  | ROMPER               | romper
Línea 92  Columna 19  | NL                   | 
        
Línea 92  Columna 19  | DESINDENTACION       | <DESINDENTACION>
Línea 93  Columna 9   | SIEMPRE              | siempre
Línea 93  Columna 16  | DP                   | :
Línea 93  Columna 17  | NL                   | 
            
Línea 93  Columna 17  | INDENTACION          | <INDENTACION>
Línea 94  Columna 13  | ID                   | x
Línea 94  Columna 15  | ASIG                 | =
Línea 94  Columna 17  | NUMERO_ENTERO        | 30
Línea 94  Columna 19  | NL                   | 
            
Línea 95  Columna 13  | ROMPER               | romper
Línea 95  Columna 19  | NL                   | 
    
Línea 95  Columna 19  | DESINDENTACION       | <DESINDENTACION>
Línea 95  Columna 19  | DESINDENTACION       | <DESINDENTACION>
Línea 96  Columna 5   | RETORNAR             | retornar
Línea 96  Columna 14  | ID                   | x
Línea 97  Columna 1   | NL                   | 

Línea 97  Columna 1   | DESINDENTACION       | <DESINDENTACION>
Línea 98  Columna 1   | DEFINIR              | definir
Línea 98  Columna 9   | ID                   | demoCiclos
Línea 98  Columna 19  | PAREN_A              | (
Línea 98  Columna 20  | PAREN_C              | )
Línea 98  Columna 21  | DP                   | :
Línea 98  Columna 22  | NL                   | 
    
Línea 98  Columna 22  | INDENTACION          | <INDENTACION>
Línea 99  Columna 5   | ENTERO               | entero
Línea 99  Columna 12  | ID                   | contador
Línea 99  Columna 21  | ASIG                 | =
Línea 99  Columna 23  | NUMERO_ENTERO        | 0
Línea 99  Columna 24  | NL                   | 
    
Línea 100 Columna 5   | MIENTRAS             | mientras
Línea 100 Columna 13  | PAREN_A              | (
Línea 100 Columna 14  | ID                   | contador
Línea 100 Columna 23  | MENOR_QUE            | <
Línea 100 Columna 25  | NUMERO_ENTERO        | 5
Línea 100 Columna 26  | PAREN_C              | )
Línea 100 Columna 28  | HACER                | hacer
Línea 100 Columna 33  | NL                   | 
        
Línea 100 Columna 33  | INDENTACION          | <INDENTACION>
Línea 101 Columna 9   | ID                   | contador
Línea 101 Columna 17  | INCREMENTO           | ++
Línea 101 Columna 19  | NL                   | 
        
Línea 102 Columna 9   | SI                   | si
Línea 102 Columna 12  | PAREN_A              | (
Línea 102 Columna 13  | ID                   | contador
Línea 102 Columna 22  | IGUAL                | ==
Línea 102 Columna 25  | NUMERO_ENTERO        | 2
Línea 102 Columna 26  | PAREN_C              | )
Línea 102 Columna 28  | ENTONCES             | entonces
Línea 102 Columna 36  | NL                   | 
            
Línea 102 Columna 36  | INDENTACION          | <INDENTACION>
Línea 103 Columna 13  | CONTINUAR            | continuar
Línea 103 Columna 22  | NL                   | 
    
Línea 103 Columna 22  | DESINDENTACION       | <DESINDENTACION>
Línea 103 Columna 22  | DESINDENTACION       | <DESINDENTACION>
Línea 104 Columna 5   | ENTERO               | entero
Línea 104 Columna 12  | ID                   | intentos
Línea 104 Columna 21  | ASIG                 | =
